Industry,Equipment,Component Part,Lube Spec,Lube Requirements,Standard,Premium,Supreme
Coking plant,['Coking plant'],Electric Motor Bearings,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Coking plant - Screening,['Coking plant - Screening'],Greased Bearings,NLGI 2 EP,"High load capability
Water tolerance
Long life",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Coking plant - Screening,['Coking plant - Screening'],Electric motors,NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease Li 2,PETRONAS Grease PU,-
Iron Production,['Iron Production'],Hydraulics,"Fire resistant
Premium VI
High VI","High temperature
Dust",PETRONAS Hydraulic HFC,PETRONAS Hydraulic FR,-
Iron Production,['Iron Production'],Contact Bearings,"Li complex / Ca Sulfonate complex
NLGI 2
380 – 460 base oil viscosity
Dust handling polymer thickener","Extreme High temperature
Dust",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Iron Production,['Iron Production'],Turbine (Tuyeres),Siemens,"Low foaming
Rapid air release
Water separability
Thermal stability",PETRONAS Jenteram,Petronas Gear 6800,PETRONAS Jenteram Syn
Iron Production,['Iron Production'],Compressors (Tuyeres),"DIN 51506
VDL","Oxidation stability
Reduced deposits
Long drain intervals",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn
Iron Production,['Iron Production'],Blower (Fan),NLGI 2,"Long life at high temperature
Low bleed
Medium and high speed",PETRONAS Grease PU,,PETRONAS Grease LiX Syn 2/100
Iron Production,['Iron Production'],Blower (Compressor),"DIN 51506
VDL","Oxidation stability
Reduced deposits
Long drain intervals",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn
Iron Production,['Iron Production'],Actuator valves,"NLGI 2
Solid lubricants","High temperature
Dust",PETRONAS Grease LiCa GEP 2.5,PETRONAS Grease LiX MEP,PETRONAS Grease LiCa MG HL
Iron Production,['Iron Production'],Tap hole drill,"Fire resistant
Premium VI
High VI","High temperature
Dust",PETRONAS Hydraulic HFC,PETRONAS Hydraulic FR,-
Iron Production,['Iron Production'],Mud Gun,"Fire resistant
Premium VI
High VI","High temperature
Dust",PETRONAS Hydraulic HFC,PETRONAS Hydraulic FR,-
Hot Metal Pre-treatment,['Hot Metal Pre-treatment'],Contact Bearing,"Li complex / Ca Sulfonate complex
NLGI 2
380 – 460 base oil viscosity
Dust handling polymer thickener","High temperature
Fire sparks
Dust",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Hot Metal Pre-treatment,['Hot Metal Pre-treatment'],Rail bearing support,NLGI 2,"High temperature
Fire sparks
Dust",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Hot Metal Pre-treatment,['Hot Metal Pre-treatment'],Gearbox / Reducer,AGMA 4-7 EP,"Extreme high temperature
Dust",PETRONAS Gear MEP*,PETRONAS Gear FL,PETRONAS Gear Syn  PAG**
Hot Metal Pre-treatment,['Hot Metal Pre-treatment'],Grease points (Rails),NLGI 2,"High temperature
Fire sparks
Dust",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Hot Metal Pre-treatment,['Hot Metal Pre-treatment'],Diesel engine (Two stroke),20W-40 Rail type,"Cold starting
Long idling periods
Soot handling",PETRONAS Genrail V,-,PETRONAS Genrail Syn VI
Hot Metal Pre-treatment,['Hot Metal Pre-treatment'],Cooling System,Coolant Fluid,"Long periods of work
High temperature",PETRONAS Paraflu 11,PETRONAS Paraflu Up Ready,-
Hot Metal Pre-treatment,['Hot Metal Pre-treatment'],Journal bearings (oil),ISO VG  150,"High load
High temperature
Oxidation stability",PETRONAS Circula,-,PETRONAS Circula Syn
Primary Steelmaking,['Primary Steelmaking'],Contact bearing,"Li complex / Ca Sulfonate complex
NLGI 2
380 – 460 base oil viscosity
Dust handling polymer thickener","Solid lubricants
High temperature capability",-,PETRONAS Grease CaSX,
Primary Steelmaking,['Primary Steelmaking'],Gearbox / Reducer,"ISO VG 320 or 460
FZG
Temperature range","Extreme high temperature
Dust",PETRONAS Gear MEP*,PETRONAS Gear FL,PETRONAS Gear Syn  PAG**
Primary Steelmaking,['Primary Steelmaking'],Movable seal,NLGI 2,"Solid lubricants
High temperature capability",-,-,PETRONAS Ceramic paste
Primary Steelmaking,['Primary Steelmaking'],Compressor (Air brake),"DIN 51506
VDL","High temperature
Fire sparks",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn
Primary Steelmaking,['Primary Steelmaking'],Hydraulic System,"Fire resistant
Premium VI
High VI","High temperature
Fire sparks",PETRONAS Hydraulic HFC,PETRONAS Hydraulic FR,-
Primary Steelmaking,['Primary Steelmaking'],Support Bearings,"Li complex / Ca Sulfonate complex
NLGI 2
380 – 460 base oil viscosity
Dust handling polymer thickener","Extreme high temperature
Dust",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Primary Steelmaking,['Primary Steelmaking'],Open Gears and Plates,"AGMA 251.01
FZG
US Steel","Extreme high temperature
Dust",-,PETRONAS Grease LiCa TMG,-
Secondary Steelmaking,['Secondary Steelmaking'],Compressor (Air brake),"DIN 51506
VDL","High temperature
Fire sparks",PETRONAS Compressor A M2,PETRONAS Compressor A M4,PETRONAS Compressor A Syn
Secondary Steelmaking,['Secondary Steelmaking'],Hydraulic System,"Fire resistant
Premium VI
High VI","High temperature
Fire sparks",PETRONAS Hydraulic HFC,PETRONAS Hydraulic FR,-
Secondary Steelmaking,['Secondary Steelmaking'],Support Bearings,"Li complex / Ca Sulfonate complex
NLGI 2
380 – 460 base oil viscosity
Dust handling polymer thickener","Extreme high temperature
Dust",PETRONAS Grease LiX EP 2/380,,PETRONAS Grease LiX Syn 2/460
Secondary Steelmaking,['Secondary Steelmaking'],Open Gears and Plates,"AGMA 251.01
FZG
US Steel","Extreme high temperature
Dust",-,PETRONAS Grease LiCa TMG,-
